engineio.server, 120, 2022-09-15 18:00:04,120, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet OPEN data {'sid': '7eb69f1d927c4abf904b66de466c1ce2', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 121, 2022-09-15 18:00:04,121, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet MESSAGE data 0, INFO
engineio.server, 126, 2022-09-15 18:00:04,126, e9c05248b9994aa7ae5bb933105067e3: Received packet MESSAGE data 0/chat, INFO
engineio.server, 127, 2022-09-15 18:00:04,127, e9c05248b9994aa7ae5bb933105067e3: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 129, 2022-09-15 18:00:04,129, 7eb69f1d927c4abf904b66de466c1ce2: Received packet MESSAGE data 0/chat, INFO
engineio.server, 130, 2022-09-15 18:00:04,130, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 133, 2022-09-15 18:00:04,133, e9c05248b9994aa7ae5bb933105067e3: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 133, 2022-09-15 18:00:04,133, received event "joined" from e9c05248b9994aa7ae5bb933105067e3 [/chat], INFO
socketio.server, 147, 2022-09-15 18:00:04,147, e9c05248b9994aa7ae5bb933105067e3 is entering room room [/chat], INFO
socketio.server, 148, 2022-09-15 18:00:04,148, emitting event "status" to room [/chat], INFO
engineio.server, 149, 2022-09-15 18:00:04,149, e9c05248b9994aa7ae5bb933105067e3: Sending packet MESSAGE data 2/chat,["status",{"msg":"client\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 151, 2022-09-15 18:00:04,151, 7eb69f1d927c4abf904b66de466c1ce2: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 152, 2022-09-15 18:00:04,152, received event "joined" from 7eb69f1d927c4abf904b66de466c1ce2 [/chat], INFO
socketio.server, 155, 2022-09-15 18:00:04,155, 7eb69f1d927c4abf904b66de466c1ce2 is entering room room [/chat], INFO
socketio.server, 156, 2022-09-15 18:00:04,156, emitting event "status" to room [/chat], INFO
engineio.server, 156, 2022-09-15 18:00:04,156, e9c05248b9994aa7ae5bb933105067e3: Sending packet MESSAGE data 2/chat,["status",{"msg":"client\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 157, 2022-09-15 18:00:04,157, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet MESSAGE data 2/chat,["status",{"msg":"client\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 440, 2022-09-15 18:00:04,440, e9c05248b9994aa7ae5bb933105067e3: Received request to upgrade to websocket, INFO
engineio.server, 444, 2022-09-15 18:00:04,444, e9c05248b9994aa7ae5bb933105067e3: Upgrade to websocket successful, INFO
engineio.server, 455, 2022-09-15 18:00:04,455, 7eb69f1d927c4abf904b66de466c1ce2: Received request to upgrade to websocket, INFO
engineio.server, 459, 2022-09-15 18:00:04,459, 7eb69f1d927c4abf904b66de466c1ce2: Upgrade to websocket successful, INFO
engineio.server, 801, 2022-09-15 18:00:29,801, 7eb69f1d927c4abf904b66de466c1ce2: Received packet PING data None, INFO
engineio.server, 802, 2022-09-15 18:00:29,802, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet PONG data None, INFO
engineio.server, 805, 2022-09-15 18:00:29,805, e9c05248b9994aa7ae5bb933105067e3: Received packet PING data None, INFO
engineio.server, 806, 2022-09-15 18:00:29,806, e9c05248b9994aa7ae5bb933105067e3: Sending packet PONG data None, INFO
engineio.server, 789, 2022-09-15 18:00:55,789, 7eb69f1d927c4abf904b66de466c1ce2: Received packet PING data None, INFO
engineio.server, 791, 2022-09-15 18:00:55,791, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet PONG data None, INFO
engineio.server, 795, 2022-09-15 18:00:55,795, e9c05248b9994aa7ae5bb933105067e3: Received packet PING data None, INFO
engineio.server, 797, 2022-09-15 18:00:55,797, e9c05248b9994aa7ae5bb933105067e3: Sending packet PONG data None, INFO
engineio.server, 791, 2022-09-15 18:01:21,791, e9c05248b9994aa7ae5bb933105067e3: Received packet PING data None, INFO
engineio.server, 793, 2022-09-15 18:01:21,793, e9c05248b9994aa7ae5bb933105067e3: Sending packet PONG data None, INFO
engineio.server, 797, 2022-09-15 18:01:21,797, 7eb69f1d927c4abf904b66de466c1ce2: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 18:01:21,798, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet PONG data None, INFO
engineio.server, 790, 2022-09-15 18:01:47,790, e9c05248b9994aa7ae5bb933105067e3: Received packet PING data None, INFO
engineio.server, 792, 2022-09-15 18:01:47,792, e9c05248b9994aa7ae5bb933105067e3: Sending packet PONG data None, INFO
engineio.server, 794, 2022-09-15 18:01:47,794, 7eb69f1d927c4abf904b66de466c1ce2: Received packet PING data None, INFO
engineio.server, 795, 2022-09-15 18:01:47,795, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet PONG data None, INFO
engineio.server, 798, 2022-09-15 18:02:13,798, e9c05248b9994aa7ae5bb933105067e3: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 18:02:13,798, e9c05248b9994aa7ae5bb933105067e3: Sending packet PONG data None, INFO
engineio.server, 800, 2022-09-15 18:02:13,800, 7eb69f1d927c4abf904b66de466c1ce2: Received packet PING data None, INFO
engineio.server, 801, 2022-09-15 18:02:13,801, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet PONG data None, INFO
engineio.server, 792, 2022-09-15 18:02:39,792, e9c05248b9994aa7ae5bb933105067e3: Received packet PING data None, INFO
engineio.server, 793, 2022-09-15 18:02:39,793, e9c05248b9994aa7ae5bb933105067e3: Sending packet PONG data None, INFO
engineio.server, 797, 2022-09-15 18:02:39,797, 7eb69f1d927c4abf904b66de466c1ce2: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 18:02:39,798, 7eb69f1d927c4abf904b66de466c1ce2: Sending packet PONG data None, INFO
engineio.server, 942, 2022-09-15 18:05:52,942, Server initialized for eventlet., INFO
werkzeug, 949, 2022-09-15 18:05:52,949,  * Restarting with stat, INFO
engineio.server, 898, 2022-09-15 18:05:53,898, Server initialized for eventlet., INFO
werkzeug, 902, 2022-09-15 18:05:53,902,  * Debugger is active!, WARNING
werkzeug, 906, 2022-09-15 18:05:53,906,  * Debugger PIN: 141-603-018, INFO
engineio.server, 799, 2022-09-15 18:06:26,799, Server initialized for eventlet., INFO
werkzeug, 805, 2022-09-15 18:06:26,805,  * Restarting with stat, INFO
engineio.server, 706, 2022-09-15 18:06:27,706, Server initialized for eventlet., INFO
werkzeug, 710, 2022-09-15 18:06:27,710,  * Debugger is active!, WARNING
werkzeug, 715, 2022-09-15 18:06:27,715,  * Debugger PIN: 141-603-018, INFO
engineio.server, 424, 2022-09-15 18:52:46,424, Server initialized for eventlet., INFO
werkzeug, 432, 2022-09-15 18:52:46,432,  * Restarting with stat, INFO
engineio.server, 366, 2022-09-15 18:52:47,366, Server initialized for eventlet., INFO
werkzeug, 370, 2022-09-15 18:52:47,370,  * Debugger is active!, WARNING
werkzeug, 377, 2022-09-15 18:52:47,377,  * Debugger PIN: 141-603-018, INFO
engineio.server, 906, 2022-09-15 18:53:56,906, c08451a9504f456087d1753605986013: Sending packet OPEN data {'sid': 'c08451a9504f456087d1753605986013', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 908, 2022-09-15 18:53:56,908, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 0, INFO
engineio.server, 922, 2022-09-15 18:53:56,922, c08451a9504f456087d1753605986013: Received packet MESSAGE data 0/chat, INFO
engineio.server, 929, 2022-09-15 18:53:56,929, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 935, 2022-09-15 18:53:56,935, c08451a9504f456087d1753605986013: Received request to upgrade to websocket, INFO
engineio.server, 267, 2022-09-15 18:53:57,267, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 269, 2022-09-15 18:53:57,269, received event "joined" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 274, 2022-09-15 18:53:57,274, c08451a9504f456087d1753605986013 is entering room しし [/chat], INFO
socketio.server, 276, 2022-09-15 18:53:57,276, emitting event "status" to しし [/chat], INFO
engineio.server, 277, 2022-09-15 18:53:57,277, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["status",{"msg":"\u3147\u3147\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 284, 2022-09-15 18:53:57,284, c08451a9504f456087d1753605986013: Upgrade to websocket successful, INFO
engineio.server, 783, 2022-09-15 18:54:01,783, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"しししし"}], INFO
socketio.server, 784, 2022-09-15 18:54:01,784, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 791, 2022-09-15 18:54:01,791, emitting event "message" to しし [/chat], INFO
engineio.server, 792, 2022-09-15 18:54:01,792, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147\u3147\u3147\u3147"}], INFO
engineio.server, 163, 2022-09-15 18:54:03,163, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"ししし"}], INFO
socketio.server, 164, 2022-09-15 18:54:03,164, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 166, 2022-09-15 18:54:03,166, emitting event "message" to しし [/chat], INFO
engineio.server, 167, 2022-09-15 18:54:03,167, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147\u3147\u3147"}], INFO
engineio.server, 79, 2022-09-15 18:54:04,079, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"ししし"}], INFO
socketio.server, 81, 2022-09-15 18:54:04,081, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 87, 2022-09-15 18:54:04,087, emitting event "message" to しし [/chat], INFO
engineio.server, 89, 2022-09-15 18:54:04,089, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147\u3147\u3147"}], INFO
engineio.server, 206, 2022-09-15 18:54:04,206, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 207, 2022-09-15 18:54:04,207, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 210, 2022-09-15 18:54:04,210, emitting event "message" to しし [/chat], INFO
engineio.server, 211, 2022-09-15 18:54:04,211, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 471, 2022-09-15 18:54:04,471, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 471, 2022-09-15 18:54:04,471, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 473, 2022-09-15 18:54:04,473, emitting event "message" to しし [/chat], INFO
engineio.server, 474, 2022-09-15 18:54:04,474, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 689, 2022-09-15 18:54:04,689, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 690, 2022-09-15 18:54:04,690, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 692, 2022-09-15 18:54:04,692, emitting event "message" to しし [/chat], INFO
engineio.server, 692, 2022-09-15 18:54:04,692, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 908, 2022-09-15 18:54:04,908, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 909, 2022-09-15 18:54:04,909, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 911, 2022-09-15 18:54:04,911, emitting event "message" to しし [/chat], INFO
engineio.server, 911, 2022-09-15 18:54:04,911, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 123, 2022-09-15 18:54:05,123, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 124, 2022-09-15 18:54:05,124, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 126, 2022-09-15 18:54:05,126, emitting event "message" to しし [/chat], INFO
engineio.server, 126, 2022-09-15 18:54:05,126, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 581, 2022-09-15 18:54:05,581, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 581, 2022-09-15 18:54:05,581, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 583, 2022-09-15 18:54:05,583, emitting event "message" to しし [/chat], INFO
engineio.server, 583, 2022-09-15 18:54:05,583, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 134, 2022-09-15 18:54:06,134, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 134, 2022-09-15 18:54:06,134, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 136, 2022-09-15 18:54:06,136, emitting event "message" to しし [/chat], INFO
engineio.server, 137, 2022-09-15 18:54:06,137, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 575, 2022-09-15 18:54:07,575, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"しし"}], INFO
socketio.server, 575, 2022-09-15 18:54:07,575, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 578, 2022-09-15 18:54:07,578, emitting event "message" to しし [/chat], INFO
engineio.server, 579, 2022-09-15 18:54:07,579, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147\u3147"}], INFO
engineio.server, 44, 2022-09-15 18:54:08,044, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"しし"}], INFO
socketio.server, 45, 2022-09-15 18:54:08,045, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 49, 2022-09-15 18:54:08,049, emitting event "message" to しし [/chat], INFO
engineio.server, 51, 2022-09-15 18:54:08,051, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147\u3147"}], INFO
engineio.server, 302, 2022-09-15 18:54:08,302, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 303, 2022-09-15 18:54:08,303, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 305, 2022-09-15 18:54:08,305, emitting event "message" to しし [/chat], INFO
engineio.server, 306, 2022-09-15 18:54:08,306, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 524, 2022-09-15 18:54:08,524, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 525, 2022-09-15 18:54:08,525, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 527, 2022-09-15 18:54:08,527, emitting event "message" to しし [/chat], INFO
engineio.server, 527, 2022-09-15 18:54:08,527, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 729, 2022-09-15 18:54:08,729, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"し"}], INFO
socketio.server, 730, 2022-09-15 18:54:08,730, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 732, 2022-09-15 18:54:08,732, emitting event "message" to しし [/chat], INFO
engineio.server, 732, 2022-09-15 18:54:08,732, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\u3147"}], INFO
engineio.server, 158, 2022-09-15 18:54:13,158, 0b401ed5907e4bedb6ac6a0b4556424b: Sending packet OPEN data {'sid': '0b401ed5907e4bedb6ac6a0b4556424b', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 159, 2022-09-15 18:54:13,159, 0b401ed5907e4bedb6ac6a0b4556424b: Sending packet MESSAGE data 0, INFO
engineio.server, 197, 2022-09-15 18:54:13,197, 0b401ed5907e4bedb6ac6a0b4556424b: Received packet MESSAGE data 0/chat, INFO
engineio.server, 199, 2022-09-15 18:54:13,199, 0b401ed5907e4bedb6ac6a0b4556424b: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 204, 2022-09-15 18:54:13,204, 0b401ed5907e4bedb6ac6a0b4556424b: Received request to upgrade to websocket, INFO
engineio.server, 216, 2022-09-15 18:54:13,216, 0b401ed5907e4bedb6ac6a0b4556424b: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 225, 2022-09-15 18:54:13,225, received event "joined" from 0b401ed5907e4bedb6ac6a0b4556424b [/chat], INFO
socketio.server, 227, 2022-09-15 18:54:13,227, 0b401ed5907e4bedb6ac6a0b4556424b is entering room room [/chat], INFO
socketio.server, 228, 2022-09-15 18:54:13,228, emitting event "status" to room [/chat], INFO
engineio.server, 229, 2022-09-15 18:54:13,229, 0b401ed5907e4bedb6ac6a0b4556424b: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 239, 2022-09-15 18:54:13,239, 0b401ed5907e4bedb6ac6a0b4556424b: Upgrade to websocket successful, INFO
engineio.server, 292, 2022-09-15 18:54:20,292, 0b401ed5907e4bedb6ac6a0b4556424b: Received packet MESSAGE data 2/chat,0["left",{}], INFO
socketio.server, 292, 2022-09-15 18:54:20,292, received event "left" from 0b401ed5907e4bedb6ac6a0b4556424b [/chat], INFO
socketio.server, 296, 2022-09-15 18:54:20,296, 0b401ed5907e4bedb6ac6a0b4556424b is leaving room room [/chat], INFO
socketio.server, 297, 2022-09-15 18:54:20,297, emitting event "status" to room [/chat], INFO
engineio.server, 298, 2022-09-15 18:54:20,298, 0b401ed5907e4bedb6ac6a0b4556424b: Sending packet MESSAGE data 3/chat,0[], INFO
engineio.server, 301, 2022-09-15 18:54:20,301, 0b401ed5907e4bedb6ac6a0b4556424b: Received packet MESSAGE data 1/chat, INFO
engineio.server, 926, 2022-09-15 18:54:21,926, c08451a9504f456087d1753605986013: Received packet PING data None, INFO
engineio.server, 926, 2022-09-15 18:54:21,926, c08451a9504f456087d1753605986013: Sending packet PONG data None, INFO
engineio.server, 973, 2022-09-15 18:54:24,973, d979af4644b1442c8013f499a013414e: Sending packet OPEN data {'sid': 'd979af4644b1442c8013f499a013414e', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 974, 2022-09-15 18:54:24,974, d979af4644b1442c8013f499a013414e: Sending packet MESSAGE data 0, INFO
engineio.server, 987, 2022-09-15 18:54:24,987, d979af4644b1442c8013f499a013414e: Received packet MESSAGE data 0/chat, INFO
engineio.server, 991, 2022-09-15 18:54:24,991, d979af4644b1442c8013f499a013414e: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 999, 2022-09-15 18:54:24,999, d979af4644b1442c8013f499a013414e: Received request to upgrade to websocket, INFO
engineio.server, 13, 2022-09-15 18:54:25,013, d979af4644b1442c8013f499a013414e: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 14, 2022-09-15 18:54:25,014, received event "joined" from d979af4644b1442c8013f499a013414e [/chat], INFO
socketio.server, 15, 2022-09-15 18:54:25,015, d979af4644b1442c8013f499a013414e is entering room しし [/chat], INFO
socketio.server, 15, 2022-09-15 18:54:25,015, emitting event "status" to しし [/chat], INFO
engineio.server, 16, 2022-09-15 18:54:25,016, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 17, 2022-09-15 18:54:25,017, d979af4644b1442c8013f499a013414e: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 31, 2022-09-15 18:54:25,031, d979af4644b1442c8013f499a013414e: Upgrade to websocket successful, INFO
engineio.server, 636, 2022-09-15 18:54:26,636, d979af4644b1442c8013f499a013414e: Received packet MESSAGE data 2/chat,["text",{"msg":"ぞし"}], INFO
socketio.server, 637, 2022-09-15 18:54:26,637, received event "text" from d979af4644b1442c8013f499a013414e [/chat], INFO
socketio.server, 640, 2022-09-15 18:54:26,640, emitting event "message" to しし [/chat], INFO
engineio.server, 641, 2022-09-15 18:54:26,641, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\u314e\u3147"}], INFO
engineio.server, 642, 2022-09-15 18:54:26,642, d979af4644b1442c8013f499a013414e: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\u314e\u3147"}], INFO
engineio.server, 903, 2022-09-15 18:54:33,903, d979af4644b1442c8013f499a013414e: Received packet MESSAGE data 2/chat,["text",{"msg":"鋼逢壱"}], INFO
socketio.server, 905, 2022-09-15 18:54:33,905, received event "text" from d979af4644b1442c8013f499a013414e [/chat], INFO
socketio.server, 909, 2022-09-15 18:54:33,909, emitting event "message" to しし [/chat], INFO
engineio.server, 909, 2022-09-15 18:54:33,909, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\ubc18\uac11\uace0"}], INFO
engineio.server, 910, 2022-09-15 18:54:33,910, d979af4644b1442c8013f499a013414e: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\ubc18\uac11\uace0"}], INFO
engineio.server, 357, 2022-09-15 18:54:34,357, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"馬戚''"}], INFO
socketio.server, 359, 2022-09-15 18:54:34,359, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 364, 2022-09-15 18:54:34,364, emitting event "message" to しし [/chat], INFO
engineio.server, 366, 2022-09-15 18:54:34,366, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\ud558\uc774''"}], INFO
engineio.server, 367, 2022-09-15 18:54:34,367, d979af4644b1442c8013f499a013414e: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\ud558\uc774''"}], INFO
engineio.server, 912, 2022-09-15 18:54:38,912, c08451a9504f456087d1753605986013: Received packet MESSAGE data 2/chat,["text",{"msg":"格巷 鋼逢壱"}], INFO
socketio.server, 912, 2022-09-15 18:54:38,912, received event "text" from c08451a9504f456087d1753605986013 [/chat], INFO
socketio.server, 914, 2022-09-15 18:54:38,914, emitting event "message" to しし [/chat], INFO
engineio.server, 915, 2022-09-15 18:54:38,915, c08451a9504f456087d1753605986013: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\ub108\ubb34 \ubc18\uac11\uace0"}], INFO
engineio.server, 915, 2022-09-15 18:54:38,915, d979af4644b1442c8013f499a013414e: Sending packet MESSAGE data 2/chat,["message",{"msg":"\u3147\u3147:\ub108\ubb34 \ubc18\uac11\uace0"}], INFO
engineio.server, 939, 2022-09-15 18:54:46,939, c08451a9504f456087d1753605986013: Received packet PING data None, INFO
engineio.server, 940, 2022-09-15 18:54:46,940, c08451a9504f456087d1753605986013: Sending packet PONG data None, INFO
engineio.server, 797, 2022-09-15 18:54:50,797, d979af4644b1442c8013f499a013414e: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 18:54:50,798, d979af4644b1442c8013f499a013414e: Sending packet PONG data None, INFO
engineio.server, 949, 2022-09-15 18:55:11,949, c08451a9504f456087d1753605986013: Received packet PING data None, INFO
engineio.server, 595, 2022-09-15 19:00:03,595, c08451a9504f456087d1753605986013: Sending packet PONG data None, INFO
engineio.server, 596, 2022-09-15 19:00:03,596, d979af4644b1442c8013f499a013414e: Client is gone, closing socket, INFO
engineio.server, 597, 2022-09-15 19:00:03,597, d979af4644b1442c8013f499a013414e: Client is gone, closing socket, INFO
engineio.server, 599, 2022-09-15 19:00:03,599, 75e888fbf6524b808404278b654f5147: Sending packet OPEN data {'sid': '75e888fbf6524b808404278b654f5147', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 600, 2022-09-15 19:00:03,600, 75e888fbf6524b808404278b654f5147: Sending packet MESSAGE data 0, INFO
engineio.server, 601, 2022-09-15 19:00:03,601, 25a36be43d554e5fa7ef53bb7098bf29: Sending packet OPEN data {'sid': '25a36be43d554e5fa7ef53bb7098bf29', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 601, 2022-09-15 19:00:03,601, 25a36be43d554e5fa7ef53bb7098bf29: Sending packet MESSAGE data 0, INFO
engineio.server, 603, 2022-09-15 19:00:03,603, 1db229fca3e5409ead200fd07899273a: Sending packet OPEN data {'sid': '1db229fca3e5409ead200fd07899273a', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 604, 2022-09-15 19:00:03,604, 1db229fca3e5409ead200fd07899273a: Sending packet MESSAGE data 0, INFO
engineio.server, 605, 2022-09-15 19:00:03,605, ebd6440058be4665afdab3996cfe19b9: Sending packet OPEN data {'sid': 'ebd6440058be4665afdab3996cfe19b9', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 611, 2022-09-15 19:00:03,611, ebd6440058be4665afdab3996cfe19b9: Sending packet MESSAGE data 0, INFO
engineio.server, 613, 2022-09-15 19:00:03,613, c1bb1cca5be54c6bae376f562627acaa: Sending packet OPEN data {'sid': 'c1bb1cca5be54c6bae376f562627acaa', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 614, 2022-09-15 19:00:03,614, c1bb1cca5be54c6bae376f562627acaa: Sending packet MESSAGE data 0, INFO
engineio.server, 617, 2022-09-15 19:00:03,617, 9def4f8e69e84575a5b1e8635db22874: Sending packet OPEN data {'sid': '9def4f8e69e84575a5b1e8635db22874', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 618, 2022-09-15 19:00:03,618, 9def4f8e69e84575a5b1e8635db22874: Sending packet MESSAGE data 0, INFO
engineio.server, 620, 2022-09-15 19:00:03,620, 9af2bab6dd3f469ba9990820cf8922a9: Sending packet OPEN data {'sid': '9af2bab6dd3f469ba9990820cf8922a9', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
